feature,importance
glucose_lag_1,0.3279309439707161
glucose_rolling_30min,0.2234298589900575
glucose_lag_3,0.1971949275475401
glucose_rolling_1hr,0.1523117676017211
glucose_lag_6,0.09165549395053975
heart_rate,0.002251079509386882
calories,0.0018714644430096793
basal_rate,0.0008926064509546563
hour,0.0008104181979721927
steps,0.0006537406129421325
day,0.00048297494866059713
day_of_week,0.0003119172990125653
bolus_volume_delivered,0.00011019845898887321
carb_input,9.260801849801706e-05
